Title,Date,Category,Link,Agency
Florida Businessman Daniel Hurt To Pay Over $27 Million For Medicare Fraud In Connection With Cancer Genomic Tests,"May 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-businessman-daniel-hurt-to-pay-over-27-million-for-medicare-fraud-in-connection-with-cancer-genomic-tests/,"U.S. Department of Justice and U.S. Attorney's Office, Southern District of Florida"
Fugitive Who Fled To The Dominican Republic Sentenced For Laundering Millions Of Health Care Fraud Proceeds,"May 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fugitive-who-fled-to-the-dominican-republic-sentenced-for-laundering-millions-of-health-care-fraud-proceeds/,"U.S. Attorney's Office, Southern District of Florida"
U.S. Attorney Announces $10.1 Million Settlement With Managed Long-Term Care Plan For Improper Receipt Of Medicaid Payments,"May 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-101-million-settlement-with-managed-long-term-care-plan-for-improper-receipt-of-medicaid-payments/,"U.S. Attorney's Office, Southern District of New York"
Doctor Convicted Of Nearly $2M Medicare And Medicaid Fraud Scheme,"May 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-nearly-2m-medicare-and-medicaid-fraud-scheme/,U.S. Department of Justice
Attorney General James Secures Over $10 Million From Health Care Companies For Failing To Provide Care To New Yorkers,"May 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-over-10-million-from-health-care-companies-for-failing-to-provide-care-to-new-yorkers/,State of New York
Attorney General Alan Wilson Announces Arrest Of Myrtle Beach Father And Son For Stealing From Assisted Living Center Resident,"May 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-myrtle-beach-father-and-son-for-stealing-from-assisted-living-center-resident/,State of South Carolina
"Two Indicted, Charged In TBI Medicaid Fraud Theft Case","May 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-indicted-charged-in-tbi-medicaid-fraud-theft-case/,State of Tennessee
Former Wallingford Doctor Who Sold Opioid Prescriptions For Cash Sentenced To Federal Prison,"May 22, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-wallingford-doctor-who-sold-opioid-prescriptions-for-cash-sentenced-to-federal-prison/,"U.S. Attorney's Office, District of Connecticut"
"Mississippi Man Admits $51 Million Health Care Fraud Scheme Involving Durable Medical Equipment, Genetic Cancer Screening Tests, And Compounded Medications","May 22, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mississippi-man-admits-51-million-health-care-fraud-scheme-involving-durable-medical-equipment-genetic-cancer-screening-tests-and-compounded-medications/,"U.S. Attorney's Office, District of New Jersey"
Magellan Diagnostics Agrees To Plead Guilty And Pay $42 Million To Resolve Criminal Charges,"May 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/magellan-diagnostics-agrees-to-plead-guilty-and-pay-42-million-to-resolve-criminal-charges/,"U.S. Attorney's Office, District of Massachusetts"
Orthopedic Surgeon Sentenced To More Than One Year In Prison For Health Care Fraud,"May 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orthopedic-surgeon-sentenced-to-more-than-one-year-in-prison-for-health-care-fraud/,"U.S. Attorney's Office, District of Massachusetts"
Man Sentenced For Laundering Over $4.5M Obtained From Business Email Compromise And Romance Fraud Schemes,"May 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-sentenced-for-laundering-over-45m-obtained-from-business-email-compromise-and-romance-fraud-schemes/,U.S. Department of Justice
Former Memphis Caregiver Charged With Abuse Of Vulnerable Adult,"May 7, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-memphis-caregiver-charged-with-abuse-of-vulnerable-adult/,Tennessee Attorney General
Connecticut Dentists Pay $498K to Settle False Claims Allegations,"May 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentists-pay-498k-to-settle-false-claims-allegations/,"U.S. Attorney's Office, District of Connecticut"
Florida Hospital System Agrees to Pay $1.5 Million to Resolve Liability Relating to Self-Disclosure of Improper Discounts,"May 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-hospital-system-agrees-to-pay-15-million-to-resolve-liability-relating-to-self-disclosure-of-improper-discounts/,U.S. Department of Justice
Chicago Health Care Company and Its Owner To Pay $1 Million To Settle False Claims Act Lawsuit,"May 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-health-care-company-and-its-owner-to-pay-1-million-to-settle-false-claims-act-lawsuit/,"U.S. Attorney's Office, Northern District of Illinois"
Opioid Manufacturer Endo Health Solutions Inc. Ordered to Pay $1.536B In Criminal Fines and Forfeiture for Distributing Misbranded Opioid Medication,"May 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/opioid-manufacturer-endo-health-solutions-inc-ordered-to-pay-1536b-in-criminal-fines-and-forfeiture-for-distributing-misbranded-opioid-medication/,U.S. Department of Justice
Pain Management Physician Sentenced For Unlawfully Distributing Opioids,"May 2, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-management-physician-sentenced-for-unlawfully-distributing-opioids/,U.S. Department of Justice
Western Pennsylvania Nurse Sentenced To Consecutive Life Sentences After Pleading Guilty To Killing And Attempting To Kill Patients,"May 2, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/western-pennsylvania-nurse-sentenced-to-consecutive-life-sentences-after-pleading-guilty-to-killing-and-attempting-to-kill-patients/,Pennsylvania Attorney General
Staffing Company To Pay $2.7M For Alleged Failure To Provide Adequate Cybersecurity For COVID-19 Contact Tracing Data,"May 1, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/staffing-company-to-pay-27m-for-alleged-failure-to-provide-adequate-cybersecurity-for-covid-19-contact-tracing-data/,U.S. Department of Justice
Las Vegas Woman Sentenced To Prison For $1 Million Medicaid Fraud Scheme,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/las-vegas-woman-sentenced-to-prison-for-1-million-medicaid-fraud-scheme/,"U.S. Attorney's Office, District of Nevada"
U.S. Attorney's Office Announces The Formation Of Multi-Agency Health Care Fraud Task Force,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-announces-the-formation-of-multi-agency-health-care-fraud-task-force/,"U.S. Attorney’s Office, District of South Carolina"
"Former VA Psychologist Sentenced To Prison For Submitting False Medical Documents, Health Care Fraud","May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-va-psychologist-sentenced-to-prison-for-submitting-false-medical-documents-health-care-fraud/,"U.S. Attorney’s Office, Southern District of Illinois"
Elara Caring Agrees To Pay $4.2 Million To Settle False Claims Act Allegations That It Billed Medicare For Ineligible Hospice Patients,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/elara-caring-agrees-to-pay-42-million-to-settle-false-claims-act-allegations-that-it-billed-medicare-for-ineligible-hospice-patients/,U.S. Department of Justice
Justice Department Recovers Fraudulent Transfer Of Proceeds Arising From Kickback Scheme,"April 29, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-recovers-fraudulent-transfer-of-proceeds-arising-from-kickback-scheme/,U.S. Department of Justice
Laboratory Marketer And North Carolina Physicians Agree To Pay Over $1.3M To Settle Kickback Allegations,"April 29, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-marketer-and-north-carolina-physicians-agree-to-pay-over-13m-to-settle-kickback-allegations/,U.S. Department of Justice
Attorney General Alan Wilson Announces Arrest Of Three People Accused Of Stealing From Sumter Assisted Living Resident,"April 29, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-three-people-accused-of-stealing-from-sumter-assisted-living-resident/,South Carolina Attorney General
"Attorney General Alan Wilson Announces Arrest Of Washington, DC Man Accused Of Fraud Against Vulnerable Adult In Upstate SC","April 29, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-washington-dc-man-accused-of-fraud-against-vulnerable-adult-in-upstate-sc/,South Carolina Attorney General
California-Based Nursing Home Chain And Two Executives To Pay $7M To Settle Alleged False Claims For Nursing Home Residents Who Merely Had Been Near Other People With COVID-19,"April 26, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/california-based-nursing-home-chain-and-two-executives-to-pay-7m-to-settle-alleged-false-claims-for-nursing-home-residents-who-merely-had-been-near-other-people-with-covid-19/,U.S. Department of Justice
San Gabriel Valley-Based Nursing Home Chain and Executives to Pay Over $7 Million to Settle COVID-Related False Claims Allegations,"April 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-gabriel-valley-based-nursing-home-chain-and-executives-to-pay-over-7-million-to-settle-covid-related-false-claims-allegations/,"U.S. Attorney's Office, Central District of California"
"Pharmacist and Brother Convicted of $15M Medicare, Medicaid, and Private Insurer Fraud Scheme","November 8, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-and-brother-convicted-of-15m-medicare-medicaid-and-private-insurer-fraud-scheme/,U.S. Department of Justice
Boise Nurse Practitioner Sentenced To 48 Months For Conspiracy To Distribute Controlled Substances,"November 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/boise-nurse-practitioner-sentenced-to-48-months-for-conspiracy-to-distribute-controlled-substances/,"November 7, 2024; U.S. Attorney's Office, District of Idaho"
Former Traveling Nurse Pleads Guilty To Tampering With Morphine,"November 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-traveling-nurse-pleads-guilty-to-tampering-with-morphine/,"U.S. Attorney's Office, District of Massachusetts"
Former Arlington Resident Sentenced To Prison For Disclosing Healthcare Records And Trying To Cover Up His Crimes,"November 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-arlington-resident-sentenced-to-prison-for-disclosing-healthcare-records-and-trying-to-cover-up-his-crimes/,"U.S. Attorney's Office, Eastern District of Virginia"
Paroled Felon Sentenced To Six Years For Fraudulent Use Of Social Security Number And Theft Of Benefits,"November 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paroled-felon-sentenced-to-six-years-for-fraudulent-use-of-social-security-number-and-theft-of-benefits/,"U.S. Attorney's Office, Middle District of Florida"
Former Licensed Counselor Sentenced For Defrauding Medicaid,"November 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-licensed-counselor-sentenced-for-defrauding-medicaid/,"U.S. Attorney's Office, Western District of Texas"
"Macomb County Doctor And Pharmacist Agree To Pay $700,948 To Settle False Claims Act Allegations","November 4, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/macomb-county-doctor-and-pharmacist-agree-to-pay-700948-to-settle-false-claims-act-allegations/,"U.S. Attorney's Office, Eastern District of Michigan"
"Rocky Hill Pharmacy And Its Owners Indicted For Conspiring To Submit False Pharmacy Claims, Making False Statements, And Aggravated Identity Theft","November 4, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rocky-hill-pharmacy-and-its-owners-indicted-for-conspiring-to-submit-false-pharmacy-claims-making-false-statements-and-aggravated-identity-theft/,"U.S. Attorney's Office, Eastern District of Tennessee"
"North Texas Medical Center Pays $14.2 Million To Resolve Potential False Claims Act Liability For Self-Reported Violations Of Medicare Regs, Stark Law","November 4, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-texas-medical-center-pays-142-million-to-resolve-potential-false-claims-act-liability-for-self-reported-violations-of-medicare-regs-stark-law/,"U.S. Attorney's Office, Northern District of Texas"
New England Doctor Pleads Guilty To Drug Distribution Conspiracy,"November 4, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-england-doctor-pleads-guilty-to-drug-distribution-conspiracy/,U.S. Department of Justice
Attorney General Alan Wilson Announces Upstate Woman Charged With Stealing Thousands Of Dollars From Vulnerable Adult,"November 4, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-woman-charged-with-stealing-thousands-of-dollars-from-vulnerable-adult/,State of South Carolina
St. Louis County Woman Accused Of $3 Million Home Health Care Fraud,"November 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-county-woman-accused-of-3-million-home-health-care-fraud/,"U.S. Attorney's Office, Eastern District of Missouri"
Lab Owner And Marketing Company Owner Both Found Guilty In Multi-Million Dollar Medicare And Medicaid Fraud Scheme,"November 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lab-owner-and-marketing-company-owner-both-found-guilty-in-multi-million-dollar-medicare-and-medicaid-fraud-scheme/,"U.S. Attorney's Office, Middle District of Tennessee"
"Compound Ingredient Supplier Medisca Inc., To Pay $21.75M To Resolve Allegations Of False And Inflated Average Wholesale Prices For Ingredients Used In Compounded Prescriptions","November 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compound-ingredient-supplier-medisca-inc-to-pay-2175m-to-resolve-allegations-of-false-and-inflated-average-wholesale-prices-for-ingredients-used-in-compounded-prescriptions/,U.S. Department of Justice
